date,item,category,price,unit_cost,units_sold,day_of_week
2025-01-28,Matcha Latte,Tea,5.25,1.6,31,Tuesday
2025-01-28,Chai Latte,Tea,4.95,1.15,22,Tuesday
2025-01-28,Iced Tea,Tea,3.5,0.5,18,Tuesday
2025-01-28,Croissant,Pastry,3.75,1.1,31,Tuesday
2025-01-28,Blueberry Muffin,Pastry,3.95,1.0,29,Tuesday
2025-01-28,Avocado Toast,Food,8.5,2.6,21,Tuesday
2025-01-28,Breakfast Sandwich,Food,7.25,2.4,36,Tuesday
2025-01-28,Bagel & Cream Cheese,Food,4.5,1.3,28,Tuesday
2025-01-28,Granola Bowl,Food,6.75,1.9,14,Tuesday
2025-01-28,Bottled Water,Other,2.25,0.35,16,Tuesday
2025-01-29,Drip Coffee,Coffee,3.25,0.55,73,Wednesday
2025-01-29,Latte,Coffee,4.75,1.1,76,Wednesday
2025-01-29,Cappuccino,Coffee,4.5,1.05,43,Wednesday
2025-01-29,Cold Brew,Coffee,4.95,1.2,65,Wednesday
2025-01-29,Espresso Shot,Coffee,2.75,0.45,23,Wednesday
2025-01-29,Matcha Latte,Tea,5.25,1.6,30,Wednesday
2025-01-29,Chai Latte,Tea,4.95,1.15,28,Wednesday
2025-01-29,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-01-29,Croissant,Pastry,3.75,1.1,35,Wednesday
2025-01-29,Blueberry Muffin,Pastry,3.95,1.0,24,Wednesday
2025-01-29,Avocado Toast,Food,8.5,2.6,24,Wednesday
2025-01-29,Breakfast Sandwich,Food,7.25,2.4,41,Wednesday
2025-01-29,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-01-29,Granola Bowl,Food,6.75,1.9,18,Wednesday
2025-01-29,Bottled Water,Other,2.25,0.35,17,Wednesday
2025-01-30,Drip Coffee,Coffee,3.25,0.55,89,Thursday
2025-01-30,Latte,Coffee,4.75,1.1,74,Thursday
2025-01-30,Cappuccino,Coffee,4.5,1.05,52,Thursday
2025-01-30,Cold Brew,Coffee,4.95,1.2,46,Thursday
2025-01-30,Espresso Shot,Coffee,2.75,0.45,28,Thursday
2025-01-30,Matcha Latte,Tea,5.25,1.6,26,Thursday
2025-01-30,Chai Latte,Tea,4.95,1.15,20,Thursday
2025-01-30,Iced Tea,Tea,3.5,0.5,16,Thursday
2025-01-30,Croissant,Pastry,3.75,1.1,31,Thursday
2025-01-30,Blueberry Muffin,Pastry,3.95,1.0,36,Thursday
2025-01-30,Avocado Toast,Food,8.5,2.6,21,Thursday
2025-01-30,Breakfast Sandwich,Food,7.25,2.4,39,Thursday
2025-01-30,Bagel & Cream Cheese,Food,4.5,1.3,23,Thursday
2025-01-30,Granola Bowl,Food,6.75,1.9,16,Thursday
2025-01-30,Bottled Water,Other,2.25,0.35,16,Thursday
2025-01-31,Drip Coffee,Coffee,3.25,0.55,113,Friday
2025-01-31,Latte,Coffee,4.75,1.1,71,Friday
2025-01-31,Cappuccino,Coffee,4.5,1.05,42,Friday
2025-01-31,Cold Brew,Coffee,4.95,1.2,64,Friday
2025-01-31,Espresso Shot,Coffee,2.75,0.45,29,Friday
2025-01-31,Matcha Latte,Tea,5.25,1.6,40,Friday
2025-01-31,Chai Latte,Tea,4.95,1.15,33,Friday
2025-01-31,Iced Tea,Tea,3.5,0.5,20,Friday
2025-01-31,Croissant,Pastry,3.75,1.1,38,Friday
2025-01-31,Blueberry Muffin,Pastry,3.95,1.0,32,Friday
2025-01-31,Avocado Toast,Food,8.5,2.6,28,Friday
2025-01-31,Breakfast Sandwich,Food,7.25,2.4,46,Friday
2025-01-31,Bagel & Cream Cheese,Food,4.5,1.3,29,Friday
2025-01-31,Granola Bowl,Food,6.75,1.9,18,Friday
2025-01-31,Bottled Water,Other,2.25,0.35,19,Friday
2025-02-01,Drip Coffee,Coffee,3.25,0.55,109,Saturday
2025-02-01,Latte,Coffee,4.75,1.1,93,Saturday
2025-02-01,Cappuccino,Coffee,4.5,1.05,62,Saturday
2025-02-01,Cold Brew,Coffee,4.95,1.2,71,Saturday
2025-02-01,Espresso Shot,Coffee,2.75,0.45,31,Saturday
2025-02-01,Matcha Latte,Tea,5.25,1.6,34,Saturday
2025-02-01,Chai Latte,Tea,4.95,1.15,39,Saturday
2025-02-01,Iced Tea,Tea,3.5,0.5,24,Saturday
2025-02-01,Croissant,Pastry,3.75,1.1,47,Saturday
2025-02-01,Blueberry Muffin,Pastry,3.95,1.0,30,Saturday
2025-02-01,Avocado Toast,Food,8.5,2.6,32,Saturday
2025-02-01,Breakfast Sandwich,Food,7.25,2.4,42,Saturday
2025-02-01,Bagel & Cream Cheese,Food,4.5,1.3,31,Saturday
2025-02-01,Granola Bowl,Food,6.75,1.9,21,Saturday
2025-02-01,Bottled Water,Other,2.25,0.35,20,Saturday
2025-02-02,Drip Coffee,Coffee,3.25,0.55,93,Sunday
2025-02-02,Latte,Coffee,4.75,1.1,78,Sunday
2025-02-02,Cappuccino,Coffee,4.5,1.05,39,Sunday
2025-02-02,Cold Brew,Coffee,4.95,1.2,70,Sunday
2025-02-02,Espresso Shot,Coffee,2.75,0.45,32,Sunday
2025-02-02,Matcha Latte,Tea,5.25,1.6,25,Sunday
2025-02-02,Chai Latte,Tea,4.95,1.15,25,Sunday
2025-02-02,Iced Tea,Tea,3.5,0.5,24,Sunday
2025-02-02,Croissant,Pastry,3.75,1.1,32,Sunday
2025-02-02,Blueberry Muffin,Pastry,3.95,1.0,31,Sunday
2025-02-02,Avocado Toast,Food,8.5,2.6,25,Sunday
2025-02-02,Breakfast Sandwich,Food,7.25,2.4,45,Sunday
2025-02-02,Bagel & Cream Cheese,Food,4.5,1.3,28,Sunday
2025-02-02,Granola Bowl,Food,6.75,1.9,16,Sunday
2025-02-02,Bottled Water,Other,2.25,0.35,18,Sunday
2025-02-03,Drip Coffee,Coffee,3.25,0.55,93,Monday
2025-02-03,Latte,Coffee,4.75,1.1,63,Monday
2025-02-03,Cappuccino,Coffee,4.5,1.05,40,Monday
2025-02-03,Cold Brew,Coffee,4.95,1.2,49,Monday
2025-02-03,Espresso Shot,Coffee,2.75,0.45,24,Monday
2025-02-03,Matcha Latte,Tea,5.25,1.6,28,Monday
2025-02-03,Chai Latte,Tea,4.95,1.15,26,Monday
2025-02-03,Iced Tea,Tea,3.5,0.5,17,Monday
2025-02-03,Croissant,Pastry,3.75,1.1,36,Monday
2025-02-03,Blueberry Muffin,Pastry,3.95,1.0,33,Monday
2025-02-03,Avocado Toast,Food,8.5,2.6,22,Monday
2025-02-03,Breakfast Sandwich,Food,7.25,2.4,39,Monday
2025-02-03,Bagel & Cream Cheese,Food,4.5,1.3,27,Monday
2025-02-03,Granola Bowl,Food,6.75,1.9,15,Monday
2025-02-03,Bottled Water,Other,2.25,0.35,18,Monday
2025-02-04,Drip Coffee,Coffee,3.25,0.55,83,Tuesday
2025-02-04,Latte,Coffee,4.75,1.1,73,Tuesday
2025-02-04,Cappuccino,Coffee,4.5,1.05,38,Tuesday
2025-02-04,Cold Brew,Coffee,4.95,1.2,46,Tuesday
2025-02-04,Espresso Shot,Coffee,2.75,0.45,24,Tuesday
2025-02-04,Matcha Latte,Tea,5.25,1.6,22,Tuesday
2025-02-04,Chai Latte,Tea,4.95,1.15,27,Tuesday
2025-02-04,Iced Tea,Tea,3.5,0.5,20,Tuesday
2025-02-04,Croissant,Pastry,3.75,1.1,38,Tuesday
2025-02-04,Blueberry Muffin,Pastry,3.95,1.0,29,Tuesday
2025-02-04,Avocado Toast,Food,8.5,2.6,23,Tuesday
2025-02-04,Breakfast Sandwich,Food,7.25,2.4,36,Tuesday
2025-02-04,Bagel & Cream Cheese,Food,4.5,1.3,22,Tuesday
2025-02-04,Granola Bowl,Food,6.75,1.9,11,Tuesday
2025-02-04,Bottled Water,Other,2.25,0.35,15,Tuesday
2025-02-05,Drip Coffee,Coffee,3.25,0.55,71,Wednesday
2025-02-05,Latte,Coffee,4.75,1.1,75,Wednesday
2025-02-05,Cappuccino,Coffee,4.5,1.05,39,Wednesday
2025-02-05,Cold Brew,Coffee,4.95,1.2,59,Wednesday
2025-02-05,Espresso Shot,Coffee,2.75,0.45,25,Wednesday
2025-02-05,Matcha Latte,Tea,5.25,1.6,34,Wednesday
2025-02-05,Chai Latte,Tea,4.95,1.15,32,Wednesday
2025-02-05,Iced Tea,Tea,3.5,0.5,18,Wednesday
2025-02-05,Croissant,Pastry,3.75,1.1,34,Wednesday
2025-02-05,Blueberry Muffin,Pastry,3.95,1.0,28,Wednesday
2025-02-05,Avocado Toast,Food,8.5,2.6,18,Wednesday
2025-02-05,Breakfast Sandwich,Food,7.25,2.4,41,Wednesday
2025-02-05,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-02-05,Granola Bowl,Food,6.75,1.9,14,Wednesday
2025-02-05,Bottled Water,Other,2.25,0.35,17,Wednesday
2025-02-06,Drip Coffee,Coffee,3.25,0.55,101,Thursday
2025-02-06,Latte,Coffee,4.75,1.1,53,Thursday
2025-02-06,Cappuccino,Coffee,4.5,1.05,43,Thursday
2025-02-06,Cold Brew,Coffee,4.95,1.2,59,Thursday
2025-02-06,Espresso Shot,Coffee,2.75,0.45,24,Thursday
2025-02-06,Matcha Latte,Tea,5.25,1.6,37,Thursday
2025-02-06,Chai Latte,Tea,4.95,1.15,33,Thursday
2025-02-06,Iced Tea,Tea,3.5,0.5,20,Thursday
2025-02-06,Croissant,Pastry,3.75,1.1,36,Thursday
2025-02-06,Blueberry Muffin,Pastry,3.95,1.0,30,Thursday
2025-02-06,Avocado Toast,Food,8.5,2.6,22,Thursday
2025-02-06,Breakfast Sandwich,Food,7.25,2.4,34,Thursday
2025-02-06,Bagel & Cream Cheese,Food,4.5,1.3,32,Thursday
2025-02-06,Granola Bowl,Food,6.75,1.9,17,Thursday
2025-02-06,Bottled Water,Other,2.25,0.35,21,Thursday
2025-02-07,Drip Coffee,Coffee,3.25,0.55,85,Friday
2025-02-07,Latte,Coffee,4.75,1.1,101,Friday
2025-02-07,Cappuccino,Coffee,4.5,1.05,57,Friday
2025-02-07,Cold Brew,Coffee,4.95,1.2,65,Friday
2025-02-07,Espresso Shot,Coffee,2.75,0.45,26,Friday
2025-02-07,Matcha Latte,Tea,5.25,1.6,31,Friday
2025-02-07,Chai Latte,Tea,4.95,1.15,34,Friday
2025-02-07,Iced Tea,Tea,3.5,0.5,20,Friday
2025-02-07,Croissant,Pastry,3.75,1.1,40,Friday
2025-02-07,Blueberry Muffin,Pastry,3.95,1.0,39,Friday
2025-02-07,Avocado Toast,Food,8.5,2.6,21,Friday
2025-02-07,Breakfast Sandwich,Food,7.25,2.4,54,Friday
2025-02-07,Bagel & Cream Cheese,Food,4.5,1.3,36,Friday
2025-02-07,Granola Bowl,Food,6.75,1.9,14,Friday
2025-02-07,Bottled Water,Other,2.25,0.35,17,Friday
2025-02-08,Drip Coffee,Coffee,3.25,0.55,107,Saturday
2025-02-08,Latte,Coffee,4.75,1.1,80,Saturday
2025-02-08,Cappuccino,Coffee,4.5,1.05,50,Saturday
2025-02-08,Cold Brew,Coffee,4.95,1.2,49,Saturday
2025-02-08,Espresso Shot,Coffee,2.75,0.45,32,Saturday
2025-02-08,Matcha Latte,Tea,5.25,1.6,47,Saturday
2025-02-08,Chai Latte,Tea,4.95,1.15,32,Saturday
2025-02-08,Iced Tea,Tea,3.5,0.5,25,Saturday
2025-02-08,Croissant,Pastry,3.75,1.1,37,Saturday
2025-02-08,Blueberry Muffin,Pastry,3.95,1.0,42,Saturday
2025-02-08,Avocado Toast,Food,8.5,2.6,28,Saturday
2025-02-08,Breakfast Sandwich,Food,7.25,2.4,61,Saturday
2025-02-08,Bagel & Cream Cheese,Food,4.5,1.3,35,Saturday
2025-02-08,Granola Bowl,Food,6.75,1.9,17,Saturday
2025-02-08,Bottled Water,Other,2.25,0.35,25,Saturday
2025-02-09,Drip Coffee,Coffee,3.25,0.55,88,Sunday
2025-02-09,Latte,Coffee,4.75,1.1,65,Sunday
2025-02-09,Cappuccino,Coffee,4.5,1.05,46,Sunday
2025-02-09,Cold Brew,Coffee,4.95,1.2,59,Sunday
2025-02-09,Espresso Shot,Coffee,2.75,0.45,28,Sunday
2025-02-09,Matcha Latte,Tea,5.25,1.6,34,Sunday
2025-02-09,Chai Latte,Tea,4.95,1.15,29,Sunday
2025-02-09,Iced Tea,Tea,3.5,0.5,23,Sunday
2025-02-09,Croissant,Pastry,3.75,1.1,47,Sunday
2025-02-09,Blueberry Muffin,Pastry,3.95,1.0,29,Sunday
2025-02-09,Avocado Toast,Food,8.5,2.6,29,Sunday
2025-02-09,Breakfast Sandwich,Food,7.25,2.4,41,Sunday
2025-02-09,Bagel & Cream Cheese,Food,4.5,1.3,26,Sunday
2025-02-09,Granola Bowl,Food,6.75,1.9,20,Sunday
2025-02-09,Bottled Water,Other,2.25,0.35,20,Sunday
2025-02-10,Drip Coffee,Coffee,3.25,0.55,94,Monday
2025-02-10,Latte,Coffee,4.75,1.1,73,Monday
2025-02-10,Cappuccino,Coffee,4.5,1.05,30,Monday
2025-02-10,Cold Brew,Coffee,4.95,1.2,53,Monday
2025-02-10,Espresso Shot,Coffee,2.75,0.45,22,Monday
2025-02-10,Matcha Latte,Tea,5.25,1.6,24,Monday
2025-02-10,Chai Latte,Tea,4.95,1.15,21,Monday
2025-02-10,Iced Tea,Tea,3.5,0.5,19,Monday
2025-02-10,Croissant,Pastry,3.75,1.1,36,Monday
2025-02-10,Blueberry Muffin,Pastry,3.95,1.0,30,Monday
2025-02-10,Avocado Toast,Food,8.5,2.6,20,Monday
2025-02-10,Breakfast Sandwich,Food,7.25,2.4,33,Monday
2025-02-10,Bagel & Cream Cheese,Food,4.5,1.3,22,Monday
2025-02-10,Granola Bowl,Food,6.75,1.9,12,Monday
2025-02-10,Bottled Water,Other,2.25,0.35,15,Monday
2025-02-11,Drip Coffee,Coffee,3.25,0.55,79,Tuesday
2025-02-11,Latte,Coffee,4.75,1.1,66,Tuesday
2025-02-11,Cappuccino,Coffee,4.5,1.05,34,Tuesday
2025-02-11,Cold Brew,Coffee,4.95,1.2,51,Tuesday
2025-02-11,Espresso Shot,Coffee,2.75,0.45,22,Tuesday
2025-02-11,Matcha Latte,Tea,5.25,1.6,28,Tuesday
2025-02-11,Chai Latte,Tea,4.95,1.15,28,Tuesday
2025-02-11,Iced Tea,Tea,3.5,0.5,19,Tuesday
2025-02-11,Croissant,Pastry,3.75,1.1,35,Tuesday
2025-02-11,Blueberry Muffin,Pastry,3.95,1.0,23,Tuesday
2025-02-11,Avocado Toast,Food,8.5,2.6,20,Tuesday
2025-02-11,Breakfast Sandwich,Food,7.25,2.4,37,Tuesday
2025-02-11,Bagel & Cream Cheese,Food,4.5,1.3,27,Tuesday
2025-02-11,Granola Bowl,Food,6.75,1.9,11,Tuesday
2025-02-11,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-02-12,Drip Coffee,Coffee,3.25,0.55,97,Wednesday
2025-02-12,Latte,Coffee,4.75,1.1,68,Wednesday
2025-02-12,Cappuccino,Coffee,4.5,1.05,40,Wednesday
2025-02-12,Cold Brew,Coffee,4.95,1.2,58,Wednesday
2025-02-12,Espresso Shot,Coffee,2.75,0.45,26,Wednesday
2025-02-12,Matcha Latte,Tea,5.25,1.6,32,Wednesday
2025-02-12,Chai Latte,Tea,4.95,1.15,28,Wednesday
2025-02-12,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-02-12,Croissant,Pastry,3.75,1.1,32,Wednesday
2025-02-12,Blueberry Muffin,Pastry,3.95,1.0,29,Wednesday
2025-02-12,Avocado Toast,Food,8.5,2.6,25,Wednesday
2025-02-12,Breakfast Sandwich,Food,7.25,2.4,37,Wednesday
2025-02-12,Bagel & Cream Cheese,Food,4.5,1.3,25,Wednesday
2025-02-12,Granola Bowl,Food,6.75,1.9,13,Wednesday
2025-02-12,Bottled Water,Other,2.25,0.35,20,Wednesday
2025-02-13,Drip Coffee,Coffee,3.25,0.55,80,Thursday
2025-02-13,Latte,Coffee,4.75,1.1,82,Thursday
2025-02-13,Cappuccino,Coffee,4.5,1.05,37,Thursday
2025-02-13,Cold Brew,Coffee,4.95,1.2,50,Thursday
2025-02-13,Espresso Shot,Coffee,2.75,0.45,27,Thursday
2025-02-13,Matcha Latte,Tea,5.25,1.6,32,Thursday
2025-02-13,Chai Latte,Tea,4.95,1.15,30,Thursday
2025-02-13,Iced Tea,Tea,3.5,0.5,24,Thursday
2025-02-13,Croissant,Pastry,3.75,1.1,35,Thursday
2025-02-13,Blueberry Muffin,Pastry,3.95,1.0,33,Thursday
2025-02-13,Avocado Toast,Food,8.5,2.6,21,Thursday
2025-02-13,Breakfast Sandwich,Food,7.25,2.4,46,Thursday
2025-02-13,Bagel & Cream Cheese,Food,4.5,1.3,29,Thursday
2025-02-13,Granola Bowl,Food,6.75,1.9,16,Thursday
2025-02-13,Bottled Water,Other,2.25,0.35,19,Thursday
2025-02-14,Drip Coffee,Coffee,3.25,0.55,89,Friday
2025-02-14,Latte,Coffee,4.75,1.1,77,Friday
2025-02-14,Cappuccino,Coffee,4.5,1.05,49,Friday
2025-02-14,Cold Brew,Coffee,4.95,1.2,63,Friday
2025-02-14,Espresso Shot,Coffee,2.75,0.45,29,Friday
2025-02-14,Matcha Latte,Tea,5.25,1.6,29,Friday
2025-02-14,Chai Latte,Tea,4.95,1.15,33,Friday
2025-02-14,Iced Tea,Tea,3.5,0.5,21,Friday
2025-02-14,Croissant,Pastry,3.75,1.1,35,Friday
2025-02-14,Blueberry Muffin,Pastry,3.95,1.0,34,Friday
2025-02-14,Avocado Toast,Food,8.5,2.6,20,Friday
2025-02-14,Breakfast Sandwich,Food,7.25,2.4,47,Friday
2025-02-14,Bagel & Cream Cheese,Food,4.5,1.3,33,Friday
2025-02-14,Granola Bowl,Food,6.75,1.9,16,Friday
2025-02-14,Bottled Water,Other,2.25,0.35,18,Friday
2025-02-15,Drip Coffee,Coffee,3.25,0.55,98,Saturday
2025-02-15,Latte,Coffee,4.75,1.1,89,Saturday
2025-02-15,Cappuccino,Coffee,4.5,1.05,37,Saturday
2025-02-15,Cold Brew,Coffee,4.95,1.2,73,Saturday
2025-02-15,Espresso Shot,Coffee,2.75,0.45,35,Saturday
2025-02-15,Matcha Latte,Tea,5.25,1.6,38,Saturday
2025-02-15,Chai Latte,Tea,4.95,1.15,34,Saturday
2025-02-15,Iced Tea,Tea,3.5,0.5,27,Saturday
2025-02-15,Croissant,Pastry,3.75,1.1,47,Saturday
2025-02-15,Blueberry Muffin,Pastry,3.95,1.0,44,Saturday
2025-02-15,Avocado Toast,Food,8.5,2.6,29,Saturday
2025-02-15,Breakfast Sandwich,Food,7.25,2.4,45,Saturday
2025-02-15,Bagel & Cream Cheese,Food,4.5,1.3,32,Saturday
2025-02-15,Granola Bowl,Food,6.75,1.9,19,Saturday
2025-02-15,Bottled Water,Other,2.25,0.35,28,Saturday
2025-02-16,Drip Coffee,Coffee,3.25,0.55,90,Sunday
2025-02-16,Latte,Coffee,4.75,1.1,67,Sunday
2025-02-16,Cappuccino,Coffee,4.5,1.05,39,Sunday
2025-02-16,Cold Brew,Coffee,4.95,1.2,45,Sunday
2025-02-16,Espresso Shot,Coffee,2.75,0.45,29,Sunday
2025-02-16,Matcha Latte,Tea,5.25,1.6,28,Sunday
2025-02-16,Chai Latte,Tea,4.95,1.15,26,Sunday
2025-02-16,Iced Tea,Tea,3.5,0.5,17,Sunday
2025-02-16,Croissant,Pastry,3.75,1.1,33,Sunday
2025-02-16,Blueberry Muffin,Pastry,3.95,1.0,35,Sunday
2025-02-16,Avocado Toast,Food,8.5,2.6,20,Sunday
2025-02-16,Breakfast Sandwich,Food,7.25,2.4,33,Sunday
2025-02-16,Bagel & Cream Cheese,Food,4.5,1.3,29,Sunday
2025-02-16,Granola Bowl,Food,6.75,1.9,15,Sunday
2025-02-16,Bottled Water,Other,2.25,0.35,21,Sunday
2025-02-17,Drip Coffee,Coffee,3.25,0.55,88,Monday
2025-02-17,Latte,Coffee,4.75,1.1,66,Monday
2025-02-17,Cappuccino,Coffee,4.5,1.05,32,Monday
2025-02-17,Cold Brew,Coffee,4.95,1.2,51,Monday
2025-02-17,Espresso Shot,Coffee,2.75,0.45,25,Monday
2025-02-17,Matcha Latte,Tea,5.25,1.6,27,Monday
2025-02-17,Chai Latte,Tea,4.95,1.15,22,Monday
2025-02-17,Iced Tea,Tea,3.5,0.5,22,Monday
2025-02-17,Croissant,Pastry,3.75,1.1,32,Monday
2025-02-17,Blueberry Muffin,Pastry,3.95,1.0,27,Monday
2025-02-17,Avocado Toast,Food,8.5,2.6,21,Monday
2025-02-17,Breakfast Sandwich,Food,7.25,2.4,41,Monday
2025-02-17,Bagel & Cream Cheese,Food,4.5,1.3,25,Monday
2025-02-17,Granola Bowl,Food,6.75,1.9,13,Monday
2025-02-17,Bottled Water,Other,2.25,0.35,18,Monday
2025-02-18,Drip Coffee,Coffee,3.25,0.55,102,Tuesday
2025-02-18,Latte,Coffee,4.75,1.1,78,Tuesday
2025-02-18,Cappuccino,Coffee,4.5,1.05,41,Tuesday
2025-02-18,Cold Brew,Coffee,4.95,1.2,45,Tuesday
2025-02-18,Espresso Shot,Coffee,2.75,0.45,34,Tuesday
2025-02-18,Matcha Latte,Tea,5.25,1.6,24,Tuesday
2025-02-18,Chai Latte,Tea,4.95,1.15,25,Tuesday
2025-02-18,Iced Tea,Tea,3.5,0.5,17,Tuesday
2025-02-18,Croissant,Pastry,3.75,1.1,40,Tuesday
2025-02-18,Blueberry Muffin,Pastry,3.95,1.0,30,Tuesday
2025-02-18,Avocado Toast,Food,8.5,2.6,17,Tuesday
2025-02-18,Breakfast Sandwich,Food,7.25,2.4,37,Tuesday
2025-02-18,Bagel & Cream Cheese,Food,4.5,1.3,26,Tuesday
2025-02-18,Granola Bowl,Food,6.75,1.9,13,Tuesday
2025-02-18,Bottled Water,Other,2.25,0.35,15,Tuesday
2025-02-19,Drip Coffee,Coffee,3.25,0.55,78,Wednesday
2025-02-19,Latte,Coffee,4.75,1.1,66,Wednesday
2025-02-19,Cappuccino,Coffee,4.5,1.05,40,Wednesday
2025-02-19,Cold Brew,Coffee,4.95,1.2,52,Wednesday
2025-02-19,Espresso Shot,Coffee,2.75,0.45,27,Wednesday
2025-02-19,Matcha Latte,Tea,5.25,1.6,27,Wednesday
2025-02-19,Chai Latte,Tea,4.95,1.15,22,Wednesday
2025-02-19,Iced Tea,Tea,3.5,0.5,18,Wednesday
2025-02-19,Croissant,Pastry,3.75,1.1,41,Wednesday
2025-02-19,Blueberry Muffin,Pastry,3.95,1.0,28,Wednesday
2025-02-19,Avocado Toast,Food,8.5,2.6,28,Wednesday
2025-02-19,Breakfast Sandwich,Food,7.25,2.4,40,Wednesday
2025-02-19,Bagel & Cream Cheese,Food,4.5,1.3,22,Wednesday
2025-02-19,Granola Bowl,Food,6.75,1.9,13,Wednesday
2025-02-19,Bottled Water,Other,2.25,0.35,19,Wednesday
2025-02-20,Drip Coffee,Coffee,3.25,0.55,77,Thursday
2025-02-20,Latte,Coffee,4.75,1.1,94,Thursday
2025-02-20,Cappuccino,Coffee,4.5,1.05,37,Thursday
2025-02-20,Cold Brew,Coffee,4.95,1.2,62,Thursday
2025-02-20,Espresso Shot,Coffee,2.75,0.45,31,Thursday
2025-02-20,Matcha Latte,Tea,5.25,1.6,31,Thursday
2025-02-20,Chai Latte,Tea,4.95,1.15,26,Thursday
2025-02-20,Iced Tea,Tea,3.5,0.5,20,Thursday
2025-02-20,Croissant,Pastry,3.75,1.1,38,Thursday
2025-02-20,Blueberry Muffin,Pastry,3.95,1.0,35,Thursday
2025-02-20,Avocado Toast,Food,8.5,2.6,23,Thursday
2025-02-20,Breakfast Sandwich,Food,7.25,2.4,33,Thursday
2025-02-20,Bagel & Cream Cheese,Food,4.5,1.3,27,Thursday
2025-02-20,Granola Bowl,Food,6.75,1.9,14,Thursday
2025-02-20,Bottled Water,Other,2.25,0.35,14,Thursday
2025-02-21,Drip Coffee,Coffee,3.25,0.55,90,Friday
2025-02-21,Latte,Coffee,4.75,1.1,67,Friday
2025-02-21,Cappuccino,Coffee,4.5,1.05,49,Friday
2025-02-21,Cold Brew,Coffee,4.95,1.2,78,Friday
2025-02-21,Espresso Shot,Coffee,2.75,0.45,35,Friday
2025-02-21,Matcha Latte,Tea,5.25,1.6,32,Friday
2025-02-21,Chai Latte,Tea,4.95,1.15,30,Friday
2025-02-21,Iced Tea,Tea,3.5,0.5,25,Friday
2025-02-21,Croissant,Pastry,3.75,1.1,45,Friday
2025-02-21,Blueberry Muffin,Pastry,3.95,1.0,33,Friday
2025-02-21,Avocado Toast,Food,8.5,2.6,25,Friday
2025-02-21,Breakfast Sandwich,Food,7.25,2.4,55,Friday
2025-02-21,Bagel & Cream Cheese,Food,4.5,1.3,30,Friday
2025-02-21,Granola Bowl,Food,6.75,1.9,15,Friday
2025-02-21,Bottled Water,Other,2.25,0.35,21,Friday
2025-02-22,Drip Coffee,Coffee,3.25,0.55,118,Saturday
2025-02-22,Latte,Coffee,4.75,1.1,80,Saturday
2025-02-22,Cappuccino,Coffee,4.5,1.05,50,Saturday
2025-02-22,Cold Brew,Coffee,4.95,1.2,61,Saturday
2025-02-22,Espresso Shot,Coffee,2.75,0.45,31,Saturday
2025-02-22,Matcha Latte,Tea,5.25,1.6,48,Saturday
2025-02-22,Chai Latte,Tea,4.95,1.15,40,Saturday
2025-02-22,Iced Tea,Tea,3.5,0.5,26,Saturday
2025-02-22,Croissant,Pastry,3.75,1.1,40,Saturday
2025-02-22,Blueberry Muffin,Pastry,3.95,1.0,38,Saturday
2025-02-22,Avocado Toast,Food,8.5,2.6,32,Saturday
2025-02-22,Breakfast Sandwich,Food,7.25,2.4,46,Saturday
2025-02-22,Bagel & Cream Cheese,Food,4.5,1.3,40,Saturday
2025-02-22,Granola Bowl,Food,6.75,1.9,15,Saturday
2025-02-22,Bottled Water,Other,2.25,0.35,23,Saturday
2025-02-23,Drip Coffee,Coffee,3.25,0.55,113,Sunday
2025-02-23,Latte,Coffee,4.75,1.1,58,Sunday
2025-02-23,Cappuccino,Coffee,4.5,1.05,50,Sunday
2025-02-23,Cold Brew,Coffee,4.95,1.2,47,Sunday
2025-02-23,Espresso Shot,Coffee,2.75,0.45,27,Sunday
2025-02-23,Matcha Latte,Tea,5.25,1.6,32,Sunday
2025-02-23,Chai Latte,Tea,4.95,1.15,34,Sunday
2025-02-23,Iced Tea,Tea,3.5,0.5,14,Sunday
2025-02-23,Croissant,Pastry,3.75,1.1,30,Sunday
2025-02-23,Blueberry Muffin,Pastry,3.95,1.0,31,Sunday
2025-02-23,Avocado Toast,Food,8.5,2.6,24,Sunday
2025-02-23,Breakfast Sandwich,Food,7.25,2.4,37,Sunday
2025-02-23,Bagel & Cream Cheese,Food,4.5,1.3,28,Sunday
2025-02-23,Granola Bowl,Food,6.75,1.9,13,Sunday
2025-02-23,Bottled Water,Other,2.25,0.35,19,Sunday
2025-02-24,Drip Coffee,Coffee,3.25,0.55,73,Monday
2025-02-24,Latte,Coffee,4.75,1.1,68,Monday
2025-02-24,Cappuccino,Coffee,4.5,1.05,41,Monday
2025-02-24,Cold Brew,Coffee,4.95,1.2,61,Monday
2025-02-24,Espresso Shot,Coffee,2.75,0.45,22,Monday
2025-02-24,Matcha Latte,Tea,5.25,1.6,27,Monday
2025-02-24,Chai Latte,Tea,4.95,1.15,27,Monday
2025-02-24,Iced Tea,Tea,3.5,0.5,18,Monday
2025-02-24,Croissant,Pastry,3.75,1.1,33,Monday
2025-02-24,Blueberry Muffin,Pastry,3.95,1.0,23,Monday
2025-02-24,Avocado Toast,Food,8.5,2.6,22,Monday
